,model_name,experiment_type,weight_dt,activation_dt,acc1,acc1_drop,acc5,acc5_drop,mse,l1,certainty,cert_drop,status,run_date,ref_acc1,ref_acc5,ref_certainty,w_bits,w_exp,w_mant,a_bits,a_exp,a_mant
10,mobilevit_xxs,input_quant_baseline,fp32,fp6_e1m4,68.426,0.5,88.456,0.48799999999999955,0.00034448273354048336,0.017619903000478113,0.5894334738445282,0.005014082698822087,SUCCESS,2026-04-09 10:25:26,68.926,88.944,0.5944475565433502,32,,,6,1,4
11,mobilevit_xxs,input_quant_baseline,fp32,fp5_e1m3,66.42,2.5060000000000002,87.304,1.6400000000000006,0.0013862403649590094,0.03525602471288496,0.5727950426864624,0.021652513856887823,SUCCESS,2026-04-09 10:25:26,68.926,88.944,0.5944475565433502,32,,,5,1,3
12,mobilevit_xxs,input_quant_baseline,fp32,fp4_e1m2,58.404,10.521999999999998,80.942,8.00200000000001,0.005748023212708486,0.0714272954177531,0.5040229213285446,0.0904246352148056,SUCCESS,2026-04-09 10:25:26,68.926,88.944,0.5944475565433502,32,,,4,1,2
13,mobilevit_xxs,input_quant_baseline,fp32,fp3_e1m1,30.516,38.410000000000004,51.174,37.77,0.025471747897407065,0.1492219619814484,0.3372077743959427,0.25723978214740756,SUCCESS,2026-04-09 10:25:26,68.926,88.944,0.5944475565433502,32,,,3,1,1
14,mobilevit_xxs,input_quant_baseline,fp32,fp2_e1m0,5.538,63.388000000000005,12.898,76.046,0.12990880370683933,0.3341006803035237,0.2734513884830475,0.32099616806030273,SUCCESS,2026-04-09 10:25:26,68.926,88.944,0.5944475565433502,32,,,2,1,0
15,mobilevit_xxs,w6a4_cross,fp6_e5m0,fp4_e3m0,0.106,68.82000000000001,0.496,88.44800000000001,0.09013783541205751,0.23514623382535502,0.08940998706579209,0.5050375694775582,SUCCESS,2026-04-09 09:21:39,68.926,88.944,0.5944475565433502,6,5,0,4,3,0
16,mobilevit_xxs,w6a4_cross,fp6_e5m0,fp4_e2m1,0.098,68.828,0.518,88.426,0.011424955275135274,0.09992579755036367,0.05360920145273208,0.5408383550906182,SUCCESS,2026-04-09 09:18:36,68.926,88.944,0.5944475565433502,6,5,0,4,2,1
17,mobilevit_xxs,w6a4_cross,fp6_e5m0,fp4_e1m2,0.084,68.842,0.526,88.418,0.01572523670417793,0.11791904179561087,0.06261197466850281,0.5318355818748475,SUCCESS,2026-04-09 09:15:34,68.926,88.944,0.5944475565433502,6,5,0,4,1,2
18,mobilevit_xxs,w6a4_cross,fp6_e4m1,fp4_e3m0,0.09,68.836,0.49,88.45400000000001,0.0850678391951979,0.22717716366254073,0.2050316311454773,0.38941592539787295,SUCCESS,2026-04-09 09:12:31,68.926,88.944,0.5944475565433502,6,4,1,4,3,0
19,mobilevit_xxs,w6a4_cross,fp6_e4m1,fp4_e2m1,0.142,68.784,0.568,88.376,0.012876926173717945,0.10650290203092475,0.39228333477973937,0.20216422176361087,SUCCESS,2026-04-09 09:09:28,68.926,88.944,0.5944475565433502,6,4,1,4,2,1
20,mobilevit_xxs,w6a4_cross,fp6_e4m1,fp4_e1m2,0.114,68.812,0.556,88.388,0.021079388051719515,0.13763446663223292,0.5594758572387696,0.03497169930458066,SUCCESS,2026-04-09 09:06:26,68.926,88.944,0.5944475565433502,6,4,1,4,1,2
21,mobilevit_xxs,w6a4_cross,fp6_e3m2,fp4_e3m0,0.11,68.816,0.488,88.456,0.08439884035270763,0.22681232815358454,0.3747177882385254,0.21972976830482482,SUCCESS,2026-04-09 09:03:23,68.926,88.944,0.5944475565433502,6,3,2,4,3,0
22,mobilevit_xxs,w6a4_cross,fp6_e3m2,fp4_e2m1,0.11,68.816,0.68,88.264,0.012580291869839739,0.10530915556338824,0.29416167066574095,0.3002858858776093,SUCCESS,2026-04-09 09:00:21,68.926,88.944,0.5944475565433502,6,3,2,4,2,1
23,mobilevit_xxs,w6a4_cross,fp6_e3m2,fp4_e1m2,0.128,68.798,0.626,88.318,0.021215209904864103,0.13728983581536883,0.09355109505176544,0.5008964614915848,SUCCESS,2026-04-09 08:57:18,68.926,88.944,0.5944475565433502,6,3,2,4,1,2
24,mobilevit_xxs,w6a4_cross,fp6_e2m3,fp4_e3m0,0.104,68.822,0.524,88.42,0.0831791696203176,0.22528337399176532,0.24486170303344726,0.349585853509903,SUCCESS,2026-04-09 08:54:16,68.926,88.944,0.5944475565433502,6,2,3,4,3,0
25,mobilevit_xxs,w6a4_cross,fp6_e2m3,fp4_e2m1,0.164,68.762,0.752,88.19200000000001,0.012402509310579277,0.10594997839700643,0.1477784999895096,0.44666905655384065,SUCCESS,2026-04-09 08:51:13,68.926,88.944,0.5944475565433502,6,2,3,4,2,1
26,mobilevit_xxs,w6a4_cross,fp6_e2m3,fp4_e1m2,0.144,68.782,0.682,88.262,0.021666688065646734,0.1396365059236031,0.10601289417743683,0.48843466236591343,SUCCESS,2026-04-09 08:48:11,68.926,88.944,0.5944475565433502,6,2,3,4,1,2
27,mobilevit_xxs,w6a4_cross,fp6_e1m4,fp4_e3m0,0.09,68.836,0.494,88.45,0.0808077340393958,0.22530309333973952,0.35069701581001284,0.2437505407333374,SUCCESS,2026-04-09 08:45:08,68.926,88.944,0.5944475565433502,6,1,4,4,3,0
28,mobilevit_xxs,w6a4_cross,fp6_e1m4,fp4_e2m1,0.18,68.746,0.866,88.078,0.012911029277521068,0.10782099982635866,0.1574116404867172,0.43703591605663306,SUCCESS,2026-04-09 08:42:05,68.926,88.944,0.5944475565433502,6,1,4,4,2,1
29,mobilevit_xxs,w6a4_cross,fp6_e1m4,fp4_e1m2,0.13,68.796,0.682,88.262,0.022061339285147082,0.1409072018590885,0.13819789117336273,0.4562496653699875,SUCCESS,2026-04-09 08:39:02,68.926,88.944,0.5944475565433502,6,1,4,4,1,2
30,mobilevit_xxs,w6a4_input_only,fp32,fp4_e3m0,24.556,44.370000000000005,43.3,45.644000000000005,0.08157196641492569,0.22353265859801247,0.31463157454013824,0.279815982003212,SUCCESS,2026-04-09 08:35:59,68.926,88.944,0.5944475565433502,32,,,4,3,0
31,mobilevit_xxs,w6a4_input_only,fp32,fp4_e2m1,51.376,17.550000000000004,74.574,14.370000000000005,0.013411693348086633,0.09657004848386137,0.45779188977241514,0.1366556667709351,SUCCESS,2026-04-09 08:35:40,68.926,88.944,0.5944475565433502,32,,,4,2,1
32,mobilevit_xxs,w6a4_input_only,fp32,fp4_e1m2,58.404,10.521999999999998,80.942,8.00200000000001,0.005748023212708486,0.0714272954177531,0.5040229213285446,0.0904246352148056,SUCCESS,2026-04-09 08:35:21,68.926,88.944,0.5944475565433502,32,,,4,1,2
33,mobilevit_xxs,w6a4_weight_only,fp6_e5m0,fp32,0.1,68.82600000000001,0.516,88.428,,,0.09995107575654984,0.4944964807868004,SUCCESS,2026-04-09 08:35:01,68.926,88.944,0.5944475565433502,6,5,0,32,,
34,mobilevit_xxs,w6a4_weight_only,fp6_e4m1,fp32,0.21,68.71600000000001,0.78,88.164,,,0.2666092864227295,0.3278382701206207,SUCCESS,2026-04-09 08:34:42,68.926,88.944,0.5944475565433502,6,4,1,32,,
35,mobilevit_xxs,w6a4_weight_only,fp6_e3m2,fp32,9.818,59.108000000000004,22.702,66.242,,,0.18181712751388548,0.4126304290294648,SUCCESS,2026-04-09 08:34:22,68.926,88.944,0.5944475565433502,6,3,2,32,,
36,mobilevit_xxs,w6a4_weight_only,fp6_e2m3,fp32,48.96,19.966,74.334,14.61,,,0.40128205909729003,0.1931654974460602,SUCCESS,2026-04-09 08:34:02,68.926,88.944,0.5944475565433502,6,2,3,32,,
37,mobilevit_xxs,w6a4_weight_only,fp6_e1m4,fp32,32.202,36.724000000000004,56.246,32.698,,,0.29517568199634553,0.2992718745470047,SUCCESS,2026-04-09 08:33:43,68.926,88.944,0.5944475565433502,6,1,4,32,,
38,mobilevit_xxs,fp32_ref,fp32,fp32,68.926,0,88.944,0,,,0.5944475565433502,0,SUCCESS,2026-04-09 08:33:23,68.926,88.944,0.5944475565433502,32,,,32,,
58,mobilevit_xxs,w6a4_weight_only,fp6_e0m5,fp32,31.606,37.32,55.572,33.372,,,0.29318104671478273,0.3012665098285675,SUCCESS,2026-04-09 07:20:23,68.926,88.944,0.5944475565433502,6,0,5,32,,
68,vit_b_16,fp32_ref,fp32,fp32,81.068,0,95.316,0,,,0.7552735013198852,0,SUCCESS,2026-04-07 13:37:56,81.068,95.316,0.7552735013198852,32,,,32,,
84,mobilevit_xxs,w6a4_cross,fp6_e0m5,fp4_e2m1,0.224,68.702,0.792,88.152,0.012905014915120045,0.1078247487470111,0.15984759370803833,0.4345999628353119,SUCCESS,2026-04-06 15:54:38,68.926,88.944,0.5944475565433502,6,0,5,4,2,1
98,mobilevit_xxs,w6a4_cross,fp6_e0m5,fp4_e1m2,0.144,68.782,0.646,88.298,0.02206624898037157,0.14094608681313056,0.1383084056043625,0.4561391509389877,SUCCESS,2026-04-06 15:51:31,68.926,88.944,0.5944475565433502,6,0,5,4,1,2
99,mobilevit_xxs,w6a4_cross,fp6_e0m5,fp4_e0m3,0.154,68.772,0.698,88.24600000000001,0.022151451750681065,0.14101875414381607,0.13639986628055573,0.4580476902627945,SUCCESS,2026-04-06 15:48:25,68.926,88.944,0.5944475565433502,6,0,5,4,0,3
103,mobilevit_xxs,w6a4_input_only,fp32,fp4_e0m3,59.172,9.754000000000005,81.438,7.506,0.005342846918460299,0.06926763305128905,0.5096374920082092,0.08481006453514106,SUCCESS,2026-04-06 15:44:18,68.926,88.944,0.5944475565433502,32,,,4,0,3
122,mobilevit_xxs,hybrid_best_combo,fp8_e1m6,fp8_e1m6,66.784,2.141999999999996,87.632,1.3119999999999976,0.00016095835958871964,0.01149038750815966,0.5710194736480713,0.02342808289527898,SUCCESS,2026-04-06 15:16:34,68.926,88.944,0.5944475565433502,8,1,6,8,1,6
124,mobilevit_xxs,weight_quant_baseline,fp8_e7m0,fp32,0.1,68.82600000000001,0.516,88.428,0.0031529918871841815,0.033008365410087684,0.09995107575654984,0.4944964807868004,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,8,7,0,32,,
125,mobilevit_xxs,weight_quant_baseline,fp7_e6m0,fp32,0.1,68.82600000000001,0.516,88.428,0.0031529918871841815,0.033008365410087684,0.09995107575654984,0.4944964807868004,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,7,6,0,32,,
126,mobilevit_xxs,weight_quant_baseline,fp6_e5m0,fp32,0.1,68.82600000000001,0.516,88.428,0.0031529918871841815,0.033008365410087684,0.09995107575654984,0.4944964807868004,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,6,5,0,32,,
127,mobilevit_xxs,weight_quant_baseline,fp5_e4m0,fp32,0.1,68.82600000000001,0.516,88.428,0.0031529918871841815,0.0330083663833296,0.09994742846012115,0.4945001280832291,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,5,4,0,32,,
128,mobilevit_xxs,weight_quant_baseline,fp4_e3m0,fp32,0.1,68.82600000000001,0.54,88.404,0.003153234858463289,0.03306809966680907,0.10135997455835342,0.4930875819849968,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,4,3,0,32,,
129,mobilevit_xxs,weight_quant_baseline,fp3_e2m0,fp32,0.102,68.824,0.508,88.436,0.0038114401844242226,0.042872391522743365,0.06996205547332764,0.5244855010700226,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,3,2,0,32,,
130,mobilevit_xxs,weight_quant_baseline,fp8_e1m6,fp32,66.818,2.108000000000004,87.716,1.2280000000000086,0.000005920429854860941,0.0019465638768546621,0.5730161173915863,0.02143143915176393,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,8,1,6,32,,
131,mobilevit_xxs,weight_quant_baseline,fp7_e1m5,fp32,57.774,11.152000000000001,81.18,7.763999999999996,0.00002359189593368497,0.003882557609442571,0.5059206223011017,0.08852693424224856,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,7,1,5,32,,
132,mobilevit_xxs,weight_quant_baseline,fp6_e1m4,fp32,32.202,36.724000000000004,56.246,32.698,0.00009438002887726801,0.007738431309755468,0.29517568199634553,0.2992718745470047,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,6,1,4,32,,
133,mobilevit_xxs,weight_quant_baseline,fp5_e1m3,fp32,0.46,68.46600000000001,1.876,87.068,0.000375986241823187,0.01544597497152987,0.34932391674041746,0.24512363980293278,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,5,1,3,32,,
134,mobilevit_xxs,weight_quant_baseline,fp4_e1m2,fp32,0.104,68.822,0.514,88.43,0.0014959469384697667,0.03082247840721516,0.6356512286567688,-0.04120367211341858,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,4,1,2,32,,
135,mobilevit_xxs,weight_quant_baseline,fp3_e1m1,fp32,0.08,68.846,0.486,88.458,0.005757357272413877,0.06064935980089669,0.9478961137771607,-0.3534485572338104,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,3,1,1,32,,
136,mobilevit_xxs,weight_quant_baseline,fp2_e1m0,fp32,0.076,68.85000000000001,0.466,88.47800000000001,0.02059199478273564,0.11336608864893347,0.977504227733612,-0.38305667119026177,SUCCESS,2026-04-06 15:02:07,68.926,88.944,0.5944475565433502,2,1,0,32,,
150,vit_b_16,w6a4_weight_only,fp6_e1m4,fp32,80.802,0.26599999999999113,95.192,0.12400000000000944,,,0.7582167180633544,-0.0029432167434692014,SUCCESS,2026-04-06 11:13:02,81.068,95.316,0.7552735013198852,6,1,4,32,,
151,vit_b_16,w6a4_weight_only,fp6_e0m5,fp32,80.806,0.26200000000000045,95.174,0.1419999999999959,,,0.7584831927871704,-0.003209691467285114,SUCCESS,2026-04-06 11:11:55,81.068,95.316,0.7552735013198852,6,0,5,32,,
154,vit_b_16,weight_quant_baseline,fp6_e1m4,fp32,80.802,0.26599999999999113,95.192,0.12400000000000944,0.0015274573663646152,58161.33098936081,0.7582167180633544,-0.0029432167434692014,SUCCESS,2026-04-06 10:39:19,81.068,95.316,0.7552735013198852,6,1,4,32,,
165,resnet152,w6a4_cross,fp6_e5m0,fp4_e3m0,0.088,82.254,0.508,95.414,0.05113902486351686,0.18326350386988607,0.27262082473278043,0.42194089315891264,SUCCESS,2026-03-31 16:20:39,82.342,95.922,0.6945617178916931,6,5,0,4,3,0
166,resnet152,w6a4_cross,fp6_e5m0,fp4_e2m1,0.192,82.15,0.866,95.056,0.011919823075214034,0.10119864390327227,0.21017283845424653,0.4843888794374466,SUCCESS,2026-03-31 16:16:37,82.342,95.922,0.6945617178916931,6,5,0,4,2,1
167,resnet152,w6a4_cross,fp6_e5m0,fp4_e1m2,0.33,82.012,1.28,94.642,0.012740842147299529,0.11979469665827196,0.22009948746681213,0.47446223042488095,SUCCESS,2026-03-31 16:12:35,82.342,95.922,0.6945617178916931,6,5,0,4,1,2
168,resnet152,w6a4_cross,fp6_e5m0,fp4_e0m3,0.364,81.978,1.326,94.596,0.012770246910545045,0.12000382483182767,0.22067024469852448,0.4738914731931686,SUCCESS,2026-03-31 16:08:33,82.342,95.922,0.6945617178916931,6,5,0,4,0,3
169,resnet152,w6a4_cross,fp6_e4m1,fp4_e3m0,0.706,81.636,2.482,93.44,0.04915292348739939,0.180651008055075,0.06332325471639633,0.6312384631752967,SUCCESS,2026-03-31 16:04:31,82.342,95.922,0.6945617178916931,6,4,1,4,3,0
170,resnet152,w6a4_cross,fp6_e4m1,fp4_e2m1,59.766,22.576,81.402,14.519999999999996,0.013115730802429802,0.11072847979110743,0.46159556792259215,0.23296614996910092,SUCCESS,2026-03-31 16:00:29,82.342,95.922,0.6945617178916931,6,4,1,4,2,1
171,resnet152,w6a4_cross,fp6_e4m1,fp4_e1m2,68.516,13.825999999999993,88.314,7.608000000000004,0.01789532930260555,0.1448157384356821,0.5542480888938904,0.14031362899780264,SUCCESS,2026-03-31 15:56:26,82.342,95.922,0.6945617178916931,6,4,1,4,1,2
172,resnet152,w6a4_cross,fp6_e4m1,fp4_e0m3,68.868,13.474000000000004,88.686,7.23599999999999,0.017893086506399338,0.1448239858360283,0.5619613393306733,0.1326003785610198,SUCCESS,2026-03-31 15:52:23,82.342,95.922,0.6945617178916931,6,4,1,4,0,3
173,resnet152,w6a4_cross,fp6_e3m2,fp4_e3m0,2.054,80.288,5.424,90.49799999999999,0.04967253533454735,0.1809458285665387,0.0781029700744152,0.6164587478172778,SUCCESS,2026-03-31 15:48:21,82.342,95.922,0.6945617178916931,6,3,2,4,3,0
174,resnet152,w6a4_cross,fp6_e3m2,fp4_e2m1,70.126,12.215999999999994,88.988,6.9339999999999975,0.013329717464712851,0.1124446461053084,0.5628728684139251,0.13168884947776793,SUCCESS,2026-03-31 15:44:18,82.342,95.922,0.6945617178916931,6,3,2,4,2,1
175,resnet152,w6a4_cross,fp6_e3m2,fp4_e1m2,74.902,7.439999999999998,92.052,3.8699999999999903,0.018757644815035678,0.14935903161741204,0.6188003758049011,0.07576134208679197,SUCCESS,2026-03-31 15:40:16,82.342,95.922,0.6945617178916931,6,3,2,4,1,2
176,resnet152,w6a4_cross,fp6_e3m2,fp4_e0m3,75.08,7.2620000000000005,92.206,3.715999999999994,0.018747910614509294,0.14933011634718135,0.6242486413383483,0.07031307655334473,SUCCESS,2026-03-31 15:36:13,82.342,95.922,0.6945617178916931,6,3,2,4,0,3
177,resnet152,w6a4_cross,fp6_e2m3,fp4_e3m0,3.924,78.41799999999999,9.49,86.432,0.04942030840932169,0.18068783875516425,0.09628992174267768,0.5982717961490154,SUCCESS,2026-03-31 15:32:10,82.342,95.922,0.6945617178916931,6,2,3,4,3,0
178,resnet152,w6a4_cross,fp6_e2m3,fp4_e2m1,74.938,7.403999999999996,92.104,3.817999999999998,0.013388308901973626,0.11298938683072579,0.614906782169342,0.07965493572235105,SUCCESS,2026-03-31 15:28:06,82.342,95.922,0.6945617178916931,6,2,3,4,2,1
179,resnet152,w6a4_cross,fp6_e2m3,fp4_e1m2,78.042,4.299999999999997,93.764,2.1580000000000013,0.019007048913535107,0.15037952004085955,0.6613265542507172,0.033235163640975895,SUCCESS,2026-03-31 15:24:04,82.342,95.922,0.6945617178916931,6,2,3,4,1,2
180,resnet152,w6a4_cross,fp6_e2m3,fp4_e0m3,78.142,4.200000000000003,93.894,2.0279999999999916,0.018993433422020332,0.15033930271831836,0.665638541431427,0.028923176460266098,SUCCESS,2026-03-31 15:20:00,82.342,95.922,0.6945617178916931,6,2,3,4,0,3
181,resnet152,w6a4_cross,fp6_e1m4,fp4_e3m0,3.48,78.862,8.466,87.456,0.04949049395352338,0.1806994999858685,0.08294334837555885,0.6116183695161342,SUCCESS,2026-03-31 15:15:58,82.342,95.922,0.6945617178916931,6,1,4,4,3,0
182,resnet152,w6a4_cross,fp6_e1m4,fp4_e2m1,74.008,8.334000000000003,91.478,4.444000000000003,0.013377896543579813,0.11289518043588798,0.5985186389732361,0.09604307891845698,SUCCESS,2026-03-31 15:11:55,82.342,95.922,0.6945617178916931,6,1,4,4,2,1
183,resnet152,w6a4_cross,fp6_e1m4,fp4_e1m2,77.51,4.831999999999994,93.452,2.469999999999999,0.018983682464834034,0.15034410171291454,0.6433941556930542,0.05116756219863883,SUCCESS,2026-03-31 15:07:52,82.342,95.922,0.6945617178916931,6,1,4,4,1,2
184,resnet152,w6a4_cross,fp6_e1m4,fp4_e0m3,77.622,4.719999999999999,93.612,2.3100000000000023,0.018971723578644257,0.15031576287695889,0.6473022960472107,0.0472594218444824,SUCCESS,2026-03-31 15:03:50,82.342,95.922,0.6945617178916931,6,1,4,4,0,3
185,resnet152,w6a4_cross,fp6_e0m5,fp4_e3m0,3.456,78.886,8.44,87.482,0.04948868406757659,0.18069727210717926,0.08334662623882294,0.6112150916528701,SUCCESS,2026-03-31 14:59:48,82.342,95.922,0.6945617178916931,6,0,5,4,3,0
186,resnet152,w6a4_cross,fp6_e0m5,fp4_e2m1,74.104,8.238,91.524,4.397999999999996,0.013378089607938133,0.11289858947736484,0.598686116399765,0.09587560149192809,SUCCESS,2026-03-31 14:55:46,82.342,95.922,0.6945617178916931,6,0,5,4,2,1
187,resnet152,w6a4_cross,fp6_e0m5,fp4_e1m2,77.438,4.903999999999996,93.508,2.4140000000000015,0.018985822214081887,0.15035244499878817,0.6442294894218444,0.05033222846984864,SUCCESS,2026-03-31 14:51:44,82.342,95.922,0.6945617178916931,6,0,5,4,1,2
188,resnet152,w6a4_cross,fp6_e0m5,fp4_e0m3,77.638,4.7039999999999935,93.49,2.432000000000002,0.018973404366481792,0.15032396333800252,0.6480946903038025,0.046467027587890564,SUCCESS,2026-03-31 14:47:41,82.342,95.922,0.6945617178916931,6,0,5,4,0,3
189,resnet152,w6a4_input_only,fp32,fp4_e3m0,4.128,78.214,10.156,85.76599999999999,0.049573369503552935,0.18080022957578598,0.09829645930528641,0.5962652585864067,SUCCESS,2026-03-31 14:43:39,82.342,95.922,0.6945617178916931,32,,,4,3,0
190,resnet152,w6a4_input_only,fp32,fp4_e2m1,75.402,6.939999999999998,92.412,3.509999999999991,0.01339965612209873,0.11306279482213558,0.6122916600608825,0.08227005783081054,SUCCESS,2026-03-31 14:39:37,82.342,95.922,0.6945617178916931,32,,,4,2,1
191,resnet152,w6a4_input_only,fp32,fp4_e1m2,78.218,4.123999999999995,94.016,1.9059999999999917,0.01903986361339193,0.1506666658647112,0.6588567713356018,0.035704946556091244,SUCCESS,2026-03-31 14:35:35,82.342,95.922,0.6945617178916931,32,,,4,1,2
192,resnet152,w6a4_input_only,fp32,fp4_e0m3,78.374,3.9680000000000035,94.082,1.8400000000000034,0.019025805855239265,0.15062108835449636,0.6637670404624939,0.03079467742919917,SUCCESS,2026-03-31 14:31:32,82.342,95.922,0.6945617178916931,32,,,4,0,3
193,resnet152,input_quant_baseline,fp32,fp8_e7m0,80.424,1.9179999999999922,95.154,0.7680000000000007,0.03411163225092853,0.1643906544604692,0.6782580125999451,0.01630370529174796,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,8,7,0
194,resnet152,input_quant_baseline,fp32,fp7_e6m0,80.424,1.9179999999999922,95.154,0.7680000000000007,0.03411163225092853,0.1643906544604692,0.6782580125999451,0.01630370529174796,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,7,6,0
195,resnet152,input_quant_baseline,fp32,fp6_e5m0,80.424,1.9179999999999922,95.154,0.7680000000000007,0.03411163225092853,0.1643906544604692,0.6782580125999451,0.01630370529174796,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,6,5,0
196,resnet152,input_quant_baseline,fp32,fp5_e4m0,80.424,1.9179999999999922,95.154,0.7680000000000007,0.03411163225092853,0.1643906544604692,0.6782580125999451,0.01630370529174796,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,5,4,0
197,resnet152,input_quant_baseline,fp32,fp4_e3m0,80.43,1.911999999999992,95.15,0.7719999999999914,0.03411221142315617,0.16445901003397415,0.6782586009407043,0.01630311695098874,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,4,3,0
198,resnet152,input_quant_baseline,fp32,fp3_e2m0,80.176,2.165999999999997,95.004,0.9179999999999922,0.037469503268056426,0.18646212108314766,0.6761372780799866,0.018424439811706494,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,3,2,0
199,resnet152,input_quant_baseline,fp32,fp8_e1m6,82.322,0.01999999999999602,95.9,0.02199999999999136,0.00005728313159302014,0.007745681195760421,0.6944855686950684,0.00007614919662468633,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,8,1,6
200,resnet152,input_quant_baseline,fp32,fp7_e1m5,82.318,0.02400000000000091,95.894,0.027999999999991587,0.00022810572732516492,0.015445142910820142,0.694156804637909,0.0004049132537841116,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,7,1,5
201,resnet152,input_quant_baseline,fp32,fp6_e1m4,82.234,0.10800000000000409,95.84,0.08199999999999363,0.0009105421648505671,0.03082482144316672,0.6930763862609863,0.0014853316307067432,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,6,1,4
202,resnet152,input_quant_baseline,fp32,fp5_e1m3,81.902,0.4399999999999977,95.78,0.1419999999999959,0.003655260823203924,0.06175289660999855,0.6904182184791565,0.004143499412536555,SUCCESS,2026-03-31 14:28:11,82.342,95.922,0.6945617178916931,32,,,5,1,3
