layer_type,num_weights,num_inputs,num_outputs,num_macs,cycles,input_data_elements,output_data_elements,bw_in_elements_per_cycle,bw_out_elements_per_cycle,bw_total_elements_per_cycle,macs_status,input_shape,output_shape,batch_size,layer_name
LayerNorm,1536,151296,151296,151296,1182,152832.0,151296,,,257.29949238578683,ok,"(1, 197, 768)","(1, 197, 768)",1,encoder.ln
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_0
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_1
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_2
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_3
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_4
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_5
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_6
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_7
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_8
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_9
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_10
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_11
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_12
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_13
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_14
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_15
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_16
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_17
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_18
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_19
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_20
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_21
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_22
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_23
ResidualAdd,0,302592,151296,151296,1182,302592.0,151296,,,384.0,ok,"['(1, 197, 768)', '(1, 197, 768)']","(1, 197, 768)",1,residual_add_24
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.dropout
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_0.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_0.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_0.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_0.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_1.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_1.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_1.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_1.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_2.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_2.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_2.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_2.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_3.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_3.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_3.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_3.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_4.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_4.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_4.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_4.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_5.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_5.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_5.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_5.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_6.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_6.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_6.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_6.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_7.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_7.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_7.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_7.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_8.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_8.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_8.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_8.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_9.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_9.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_9.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_9.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_10.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_10.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_10.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_10.mlp.4
MultiheadAttention,0,453888,0,0,0,453888.0,0,,,0,ok,"['(1, 197, 768)', '(1, 197, 768)', '(1, 197, 768)']",N/A,1,encoder.layers.encoder_layer_11.self_attention
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_11.dropout
Dropout,0,605184,605184,0,0,605184.0,605184,,,0,zero_known,"(1, 197, 3072)","(1, 197, 3072)",1,encoder.layers.encoder_layer_11.mlp.2
Dropout,0,151296,151296,0,0,151296.0,151296,,,0,zero_known,"(1, 197, 768)","(1, 197, 768)",1,encoder.layers.encoder_layer_11.mlp.4
