compare_metric,compare_metric_param,compare_atol,compare_tie_policy,mismatch_kind,metric_decision,metric_tie,metric_min_mismatch,decision_mismatch,metric_exp1_error_dec,metric_exp2_error_dec,metric_min_error_dec,pseudo_selected_metric_error_dec,metric_error_delta_dec,value_index,value_mode,bit_width,sgn,exp1_format,exp2_format,m1,m2,e2_win_divisor,chunk_idx,value_idx,expected_decision,expected_e1_wins,expected_e2_wins,expected_e2_wins_shifted,expected_e2_wins_shift2,err_exp1_dec,err_exp2_dec,chunk_diff_exp2_minus_exp1_dec,chunk_sum_pseudo_diff_exp2_minus_exp1_neg_div4_fp32_dec,chunk_sum_square_err_exp2_minus_square_err_exp1_pre_square_div_2_neg_m_dec,expected_error_fp32_hex,expected_error_fp32_dec,chunk_scale_fp32_hex,chunk_scale_fp32_dec,raw_fp32_hex,raw_fp32_dec,scaled_fp32_hex,scaled_fp32_dec,q_exp1_bits,q_exp1_exp_field,q_exp1_mant_field,q_exp1_mant_bits,q_exp2_bits,q_exp2_exp_field,q_exp2_mant_field,q_exp2_mant_bits,err_exp1_pre_square_fp32_hex,err_exp1_pre_square_fp32_dec,err_exp2_pre_square_fp32_hex,err_exp2_pre_square_fp32_dec,pseudo_diff_exp2_minus_exp1_fp32_hex,pseudo_diff_exp2_minus_exp1_fp32_dec,pseudo_diff_exp2_minus_exp1_neg_div4_fp32_dec,square_err_exp2_minus_square_err_exp1_pre_square_div_2_neg_m_dec
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,10,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,10,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,11,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,11,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,12,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,12,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,13,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,13,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,14,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,14,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x3c1dbad6,0.00962706469,0x3c1dbad6,0.00962706469,00000000,0,0,000000,00000001,0,1,00001,0x3c1dbad6,0.00962706469,0x3aedd6b0,0.00181456469,0xcabb6000,-6139904,-1534976,-0.36613214
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,15,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,15,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,16,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,16,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,17,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,17,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0xbf30c550,-0.69051075,0xbf30c550,-0.69051075,10101100,0,44,101100,11001100,2,12,01100,0xbb455000,-0.00301074982,0xbb455000,-0.00301074982,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,18,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,18,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x3f2cfc01,0.675720274,0x3f2cfc01,0.675720274,00101011,0,43,101011,01001011,2,11,01011,0x3b7c0100,0.00384527445,0x3b7c0100,0.00384527445,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,19,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,19,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x3b79c480,0.00381115079,0x3b79c480,0.00381115079,00000000,0,0,000000,00000000,0,0,00000,0x3b79c480,0.00381115079,0x3b79c480,0.00381115079,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,20,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,20,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x3bf1ea92,0.00738269929,0x3bf1ea92,0.00738269929,00000000,0,0,000000,00000000,0,0,00000,0x3bf1ea92,0.00738269929,0x3bf1ea92,0.00738269929,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,21,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,21,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,22,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,22,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0xbf5dbafa,-0.866134286,0xbf5dbafa,-0.866134286,10110111,0,55,110111,11010111,2,23,10111,0xbbdd7d00,-0.00675928593,0xbbdd7d00,-0.00675928593,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,23,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,23,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,24,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,24,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0xbfef0ec5,-1.86763823,0xbfef0ec5,-1.86763823,11110111,1,55,110111,11111011,3,27,11011,0xbc076280,-0.00826323032,0xbcc3b140,-0.0238882303,0x4c03b000,34521088,34521088,2.05769348
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,25,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,25,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,26,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,26,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,27,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,27,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,28,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,28,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,29,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,29,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,30,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,30,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x3dc0890b,0.0940113887,0x3dc0890b,0.0940113887,00000110,0,6,000110,00001100,0,12,01100,0x39890b00,0.000261388719,0x39890b00,0.000261388719,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,31,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,31,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,32,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,32,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0xbfe74ecc,-1.80709219,0xbfe74ecc,-1.80709219,11110011,1,51,110011,11111001,3,25,11001,0xbc276600,-0.0102171898,0xbcd3b300,-0.0258421898,0x4c13b000,38715392,38715392,2.30780029
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,33,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,33,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,34,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,34,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,35,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,35,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,36,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,36,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,37,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,37,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,38,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,38,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,39,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,39,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,40,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,40,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,41,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,41,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0xbc4b144f,-0.0123949787,0xbc4b144f,-0.0123949787,10000000,0,0,000000,10000001,0,1,00001,0xbc4b144f,-0.0123949787,0xbb96289e,-0.00458247866,0xcb0b1000,-9113600,-2278400,-0.543278635
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,42,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,42,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,43,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,43,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,44,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,44,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,45,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,45,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0x00000000,0,0x00000000,0,00000000,0,0,000000,00000000,0,0,00000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp2,0,1,1,0.00247165421,0.00247157156,0.00247157156,0.00247165421,8.26548785e-08,46,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26247,46,exp1,110592000,110583808,110583808,27645952,0.00247165421,0.00247157156,8192,82946048,-0.000339150429,0x3b21fb7a,0.00247165421,0x3f800000,1,0xbaec86e2,-0.00180455693,0xbaec86e2,-0.00180455693,10000000,0,0,000000,10000000,0,0,00000,0xbaec86e2,-0.00180455693,0xbaec86e2,-0.00180455693,0x00000000,0,0,0
