compare_metric,compare_metric_param,compare_atol,compare_tie_policy,mismatch_kind,metric_decision,metric_tie,metric_min_mismatch,decision_mismatch,metric_exp1_error_dec,metric_exp2_error_dec,metric_min_error_dec,pseudo_selected_metric_error_dec,metric_error_delta_dec,value_index,value_mode,bit_width,sgn,exp1_format,exp2_format,m1,m2,e2_win_divisor,chunk_idx,value_idx,expected_decision,expected_e1_wins,expected_e2_wins,expected_e2_wins_shifted,expected_e2_wins_shift2,err_exp1_dec,err_exp2_dec,chunk_diff_exp2_minus_exp1_dec,expected_error_fp32_hex,expected_error_fp32_dec,chunk_scale_fp32_hex,chunk_scale_fp32_dec,raw_fp32_hex,raw_fp32_dec,scaled_fp32_hex,scaled_fp32_dec,q_exp1_bits,q_exp1_exp_field,q_exp1_mant_field,q_exp1_mant_bits,q_exp2_bits,q_exp2_exp_field,q_exp2_mant_field,q_exp2_mant_bits,err_exp1_pre_square_fp32_hex,err_exp1_pre_square_fp32_dec,err_exp2_pre_square_fp32_hex,err_exp2_pre_square_fp32_dec,pseudo_diff_exp2_minus_exp1_fp32_hex,pseudo_diff_exp2_minus_exp1_fp32_dec
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,10,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,10,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3b854040,0.00406649709,0x3b854040,0.00406649709,00000000,0,0,000000,00000000,0,0,00000,0x3b854040,0.00406649709,0x3b854040,0.00406649709,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,11,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,11,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbb380800,-0.00280809402,0xbb380800,-0.00280809402,10000000,0,0,000000,10000000,0,0,00000,0xbb380800,-0.00280809402,0xbb380800,-0.00280809402,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,12,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,12,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3d863fc0,0.065551281,0x3d863fc0,0.065551281,00000100,0,4,000100,00001000,0,8,01000,0x3b47f800,0.00305128098,0x3b47f800,0.00305128098,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,13,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,13,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3c06c040,0.00822454691,0x3c06c040,0.00822454691,00000000,0,0,000000,00000001,0,1,00001,0x3c06c040,0.00822454691,0x39d80800,0.000412046909,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,14,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,14,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbf074040,-0.528324127,0xbf074040,-0.528324127,10100001,0,33,100001,11000001,2,1,00001,0xbc501000,-0.0126991272,0xbc501000,-0.0126991272,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,15,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,15,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3b8f7f80,0.00437921286,0x3b8f7f80,0.00437921286,00000000,0,0,000000,00000000,0,0,00000,0x3b8f7f80,0.00437921286,0x3b8f7f80,0.00437921286,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,16,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,16,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbd907f80,-0.070555687,0xbd907f80,-0.070555687,10000100,0,4,000100,10001001,0,9,01001,0xbc03fc00,-0.00805568695,0xb97f0000,-0.000243186951,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,17,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,17,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3f8bfc00,1.09362793,0x3f8bfc00,1.09362793,01000101,1,5,000101,01100010,3,2,00010,0x3c7e0000,0.0155029297,0x3cff0000,0.0311279297,0x3f800000,1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,18,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,18,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3b13fc00,0.00225806236,0x3b13fc00,0.00225806236,00000000,0,0,000000,00000000,0,0,00000,0x3b13fc00,0.00225806236,0x3b13fc00,0.00225806236,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,19,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,19,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbb9bfc00,-0.00476026535,0xbb9bfc00,-0.00476026535,10000000,0,0,000000,10000000,0,0,00000,0xbb9bfc00,-0.00476026535,0xbb9bfc00,-0.00476026535,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,20,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,20,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xba8a3fc0,-0.00105475634,0xba8a3fc0,-0.00105475634,10000000,0,0,000000,10000000,0,0,00000,0xba8a3fc0,-0.00105475634,0xba8a3fc0,-0.00105475634,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,21,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,21,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbaaaff00,-0.00130459666,0xbaaaff00,-0.00130459666,10000000,0,0,000000,10000000,0,0,00000,0xbaaaff00,-0.00130459666,0xbaaaff00,-0.00130459666,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,22,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,22,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbb680800,-0.0035405159,0xbb680800,-0.0035405159,10000000,0,0,000000,10000000,0,0,00000,0xbb680800,-0.0035405159,0xbb680800,-0.0035405159,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,23,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,23,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbbf80800,-0.00756931305,0xbbf80800,-0.00756931305,10000000,0,0,000000,10000000,0,0,00000,0xbbf80800,-0.00756931305,0xbbf80800,-0.00756931305,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,24,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,24,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3f188080,0.595710754,0x3f188080,0.595710754,00100110,0,38,100110,01000110,2,6,00110,0x3b008000,0.00196075439,0x3b008000,0.00196075439,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,25,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,25,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbecc0400,-0.398468018,0xbecc0400,-0.398468018,10011001,0,25,011001,10110011,1,19,10011,0xbc008000,-0.00784301758,0xb8000000,-3.05175781e-05,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,26,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,26,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3da80800,0.0820465088,0x3da80800,0.0820465088,00000101,0,5,000101,00001010,0,10,01010,0x3b808000,0.00392150879,0x3b808000,0.00392150879,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,27,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,27,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbdedfe00,-0.116207123,0xbdedfe00,-0.116207123,10000111,0,7,000111,10001110,0,14,01110,0xbbdfe000,-0.0068321228,0xbbdfe000,-0.0068321228,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,28,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,28,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3c9c7f80,0.0191037655,0x3c9c7f80,0.0191037655,00000001,0,1,000001,00000010,0,2,00010,0x3b63fc00,0.00347876549,0x3b63fc00,0.00347876549,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,29,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,29,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbf3aff00,-0.730453491,0xbf3aff00,-0.730453491,10101110,0,46,101110,11001110,2,14,01110,0xbc3fc000,-0.0117034912,0xbc3fc000,-0.0117034912,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,30,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,30,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbe740400,-0.238296509,0xbe740400,-0.238296509,10001111,0,15,001111,10011110,0,30,11110,0xbb808000,-0.00392150879,0xbb808000,-0.00392150879,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,31,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,31,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3c1f8080,0.00973522663,0x3c1f8080,0.00973522663,00000000,0,0,000000,00000001,0,1,00001,0x3c1f8080,0.00973522663,0x3afc0400,0.00192272663,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,32,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,32,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3e840400,0.257843018,0x3e840400,0.257843018,00010000,0,16,010000,00100001,1,1,00001,0x3c008000,0.00784301758,0x38000000,3.05175781e-05,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,33,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,33,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xba97f800,-0.00115942955,0xba97f800,-0.00115942955,10000000,0,0,000000,10000000,0,0,00000,0xba97f800,-0.00115942955,0xba97f800,-0.00115942955,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,34,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,34,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3fa27f80,1.26951599,0x3fa27f80,1.26951599,01010001,1,17,010001,01101000,3,8,01000,0x3b7f0000,0.00389099121,0x3c9fe000,0.0195159912,0x3f800000,1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,35,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,35,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3c37f800,0.0112285614,0x3c37f800,0.0112285614,00000000,0,0,000000,00000001,0,1,00001,0x3c37f800,0.0112285614,0x3b5fe000,0.0034160614,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,36,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,36,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3c11fe00,0.00891065598,0x3c11fe00,0.00891065598,00000000,0,0,000000,00000001,0,1,00001,0x3c11fe00,0.00891065598,0x3a8ff000,0.00109815598,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,37,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,37,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbecaff00,-0.396476746,0xbecaff00,-0.396476746,10011001,0,25,011001,10110010,1,18,10010,0xbbbfc000,-0.00585174561,0xbbbfc000,-0.00585174561,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,38,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,38,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbc134040,-0.00898748636,0xbc134040,-0.00898748636,10000000,0,0,000000,10000001,0,1,00001,0xbc134040,-0.00898748636,0xba9a0200,-0.00117498636,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,39,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,39,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbb3bfc00,-0.00286841393,0xbb3bfc00,-0.00286841393,10000000,0,0,000000,10000000,0,0,00000,0xbb3bfc00,-0.00286841393,0xbb3bfc00,-0.00286841393,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,40,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,40,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbf143fc0,-0.579097748,0xbf143fc0,-0.579097748,10100101,0,37,100101,11000101,2,5,00101,0xba7f0000,-0.000972747803,0xba7f0000,-0.000972747803,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,41,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,41,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3b17f800,0.0023188591,0x3b17f800,0.0023188591,00000000,0,0,000000,00000000,0,0,00000,0x3b17f800,0.0023188591,0x3b17f800,0.0023188591,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,42,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,42,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3b154040,0.00227738917,0x3b154040,0.00227738917,00000000,0,0,000000,00000000,0,0,00000,0x3b154040,0.00227738917,0x3b154040,0.00227738917,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,43,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,43,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3bb7f800,0.0056142807,0x3bb7f800,0.0056142807,00000000,0,0,000000,00000000,0,0,00000,0x3bb7f800,0.0056142807,0x3bb7f800,0.0056142807,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,44,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,44,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbee40400,-0.445343018,0xbee40400,-0.445343018,10011100,0,28,011100,10111001,1,25,11001,0xbc008000,-0.00784301758,0xb8000000,-3.05175781e-05,0xbf800000,-1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,45,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,45,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3edaff00,0.427726746,0x3edaff00,0.427726746,00011011,0,27,011011,00110110,1,22,10110,0x3bbfc000,0.00585174561,0x3bbfc000,0.00585174561,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,46,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,46,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3d173fc0,0.0369260311,0x3d173fc0,0.0369260311,00000010,0,2,000010,00000100,0,4,00100,0x3bb9fe00,0.00567603111,0x3bb9fe00,0.00567603111,0x80000000,-0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,47,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,47,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3faf8080,1.37110901,0x3faf8080,1.37110901,01010111,1,23,010111,01101011,3,11,01011,0x3c404000,0.0117340088,0x3ce02000,0.0273590088,0x3f800000,1
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,48,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,48,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0xbb87f800,-0.00414943695,0xbb87f800,-0.00414943695,10000000,0,0,000000,10000000,0,0,00000,0xbb87f800,-0.00414943695,0xbb87f800,-0.00414943695,0x00000000,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00733028119,0.0083365161,0.00733028119,0.0083365161,0.0010062349,49,raw-and-scaled,8,1,fp8_e1m6,fp8_e2m5,6,5,4,26,49,exp2,9,37,9,9,0.00733028119,0.0083365161,-28,0x3c0895e2,0.0083365161,0x3f800000,1,0x3db17f80,0.0866689682,0x3db17f80,0.0866689682,00000101,0,5,000101,00001011,0,11,01011,0x3c0bfc00,0.0085439682,0x3a3fc000,0.000731468201,0xbf800000,-1
